DR_ID	DR_N_2011	URBAN_AREA_FOOTPRINT	MACRO_AREA_FOOTPRINT	SHARE_UA_WITHIN_MA	MACRO_AREA_COMPACITY	AIR_FLOWS	BANKING	BICYCLE	BIG_HHLDS	CAR	CHILDREN	COAST_DIST	DENSITY	URB_DENS	EV_BANKING	EV_BICYCLE	EV_BIG_HHLDS	EV_CAR	EV_CHILDREN	EV_HOME_OWN	EV_HOME_OWN_SC	EV_LITERACY	EV_MALES_RATIO	EV_MOT_2W	EV_NO_ASSETS	EV_PHONE	EV_POPULATION	EV_RES_WELLF	EV_RES_WELLF_SC	EV_SEC_TER_FEM_WORKERS	EV_SEC_TER_WORKERS	EV_SMALL_HHLDS	HOME_OWN	HOME_OWN_SC	HW_DISTANCE	LITERACY	MALES_RATIO	METRO_DISTANCE	MOT_2W	NB_MAJOR_URB_AREAS	NB_URBAN_AREAS	NO_ASSETS	OUTLETS	PHONE	POPULATION	RAILWAY	RES_WELLF	RES_WELLF_SC	SEC_TER_FEM_WORKERS	SEC_TER_WORKERS	SEZ	SIZE_MAIN_MACRO_AREA	SMALL_HHLDS	UNIVERSITIES	POP_SC	EV_POP_SC
478	Rajnandgaon	0,29	0	0	NA	0	69,18	71,53	33,32	1,46	13,63	441	191,0431213	11666,95215	42,92	7,44	-8,66	0,45	-3,3	1	1,25	1,46	0,195	4,8	-7,54	29,23	19,79	0,53	1,16	0,36	0,81	1,93	92,28	90,34	7	65,6	49,63	472	14,11	0	7	19,03	0	32,34	1537133	7	49,79	48,28	4,61	20,98	101	0	15,53	0	10,19	0,26
479	Rajsamand	0,34	0	0	NA	0	80,69	26,68	36,53	2,88	15,22	337	238,1789551	13450,03027	54,7	-10,4	-4,85	0,95	-3,03	0,94	0,66	8,04	0,2683	13,04	-20,2	62,01	17,72	0,64	0,1	-1,96	-2,69	1,76	93,55	93,38	49	53,53	50,26	501	25,55	0	11	23,23	1	68,5	1156597	0	39,23	33,92	6,79	42,96	0	0	16,64	0	12,81	0,34
480	Ramanagara	0,47	0	0	NA	0	38,97	31,71	19,82	2,13	9,96	223	312,0887756	18348,22266	15,6	1,23	-8,08	0,67	-1,78	-0,25	-0,76	9,74	-0,1601	7,7	-19,81	46,81	5,05	6,9	6,71	-0,48	3,35	2,21	83,15	87,58	40	62,33	50,62	44	18,88	0	10	21,29	0	57,04	1082636	1	31,85	23,89	10,99	41,56	0	0	16,04	0	18,83	0,96
481	Ramanathapuram	0,91	0	0	NA	0	49,52	38,13	19,37	1,68	10,39	21	320,2662048	18512,38672	32,1	9,03	-9,29	0,27	-2,2	-2,35	-2,16	8,56	1,3164	9,18	-35,9	68,27	13,96	10,91	10,25	-0,1	4,21	1,36	82,21	90,04	64	72,33	50,44	234	15,08	0	39	5,1	0	76,61	1353445	8	36,75	31,36	9,17	45,66	0	0	15,21	0	18,4	0,18
482	Ramban	1,13	0	0	NA	0	72,73	0,39	39,66	1,77	19,42	1203	297,081665	8592,5	28,11	-0,31	-8,4	0,97	-2,29	0,44	0,29	11,3	-0,1601	0,13	-21,29	48,21	31,99	4,82	4,1	-0,48	3,35	0,78	98,47	97,36	3	43,73	52,56	556	1,13	0	6	35,89	0	50,21	283713	5	34,75	26,31	5,93	42,43	0	0	11,78	0	4,91	-0,14
483	Ramgarh	2,33	20,59	87,09	9,85	0	65,24	53,74	39,56	4,19	14,14	284	693,0241089	15815,75781	27,31	-0,28	-8,4	1,92	-2,29	0,32	-1,02	8,43	-0,3306	12,15	-16,95	60,11	13,09	4,82	4,1	-0,76	4,84	0,78	75,16	70,45	56	62,83	52,05	312	24,65	0	21	13,26	1	66,58	949443	11	50,36	43,6	6,67	55,92	0	2	10,09	0	11,2	0,36
484	Rampur	1,4	9,7	73,43	10,59	0	65,78	62,87	53,47	3,66	16,24	949	908,1722412	24836,07617	26,57	-5,43	-6,15	1,66	-4,47	0,29	0,25	13,94	-0,8214	9,44	-6,81	58,51	21,42	-0,68	-0,16	1,39	5,68	0,36	95	95,99	33	44,68	52,4	183	18,62	1	40	13,05	0	64,5	2335819	4	24,11	22,57	6,99	39,72	0	5	8,32	0	13,18	-0,2
485	Ranchi	3,18	6,64	87,81	42,08	491418	65,26	61,94	37,08	6,12	13,77	268	566,314209	8802,626953	27,31	-0,28	-8,4	4,26	-2,29	1,29	-1,02	8,43	-0,3306	12,15	-10,79	60,11	23,99	4,82	4,1	-0,76	4,84	0,78	82,9	79,69	94	65,59	51,3	319	25,34	1	21	12,23	15	60	2914253	18	53,4	46,52	9,65	48,83	0	1	10,12	5	5,25	-0,14
486	Rangareddi	4,92	14,82	93,86	31,13	0	61,83	21,46	18,14	9,91	11,95	282	700,5344238	11102,60938	25,71	-11,9	-11,2	6,5	-2,03	-9,89	-11	9,89	-0,4522	15,64	-25,4	68,44	48,16	8,24	9,71	4,29	12,25	1,79	60,01	69,59	18	66,8	50,99	33	39,41	1	54	7,26	0	86,59	5296741	23	57,15	45,59	15,89	71,77	1319,354004	3	13,4	0	12,31	-2,24
487	Ratlam	0,59	0	0	NA	0	46,02	36,37	33,23	1,96	15,01	256	299,0892029	17525,33203	15,01	-11,9	-10,2	0,42	-2,59	1,75	0,68	1,41	-0,3474	6,05	0,39	39,84	19,72	3,28	4,13	0,18	-1,36	3,24	90,69	91,93	118	56,76	50,74	541	23,14	1	14	35,5	5	49,92	1455069	12	36,92	31,05	4,18	24,07	0	0	13,98	0	13,65	0,24
488	Ratnagiri	0,5	0	0	NA	0	59,05	12,5	21,2	3,86	9,63	15	192,4763489	6818,71582	16,46	1,6	-7,04	1,58	-4,31	0,04	-2,9	9,68	0,3023	8,16	-27,8	57,92	-4,82	13,22	15,56	0,71	3,07	4,23	88,02	85,09	71	74,26	47,13	210	15,65	0	12	27,62	7	65,59	1615069	3	55,54	51,19	7,67	36,98	436,3900146	0	24,79	0	4,15	2,7
489	Rayagada	0,22	0	0	NA	0	45,02	35,65	24,89	0,92	15,34	122	131,3312073	10033,375	21,13	14,44	-1,06	0,34	-2,16	0,21	-1,34	12,31	-0,546	4,97	-21	22,23	16,46	7,65	8,1	-1,64	0,78	1,66	89,17	90,11	113	42,13	48,76	576	8,6	0	8	50,45	0	25,15	967911	8	60,86	57,96	5,53	25,62	0	0	20,07	0	14,41	0,5
490	Reasi	0,61	0	0	NA	0	74,12	2,45	44,06	3,43	17,73	1180	129,5992584	5057,143066	28,11	0,75	-9,61	1,73	-2,29	0,44	0,29	11,3	-0,2804	3,78	-21,29	48,73	27,04	4,82	4,1	0,62	2,23	0,42	95,3	93,68	32	47,84	52,9	560	6,48	0	7	32,38	0	52,53	314667	7	31,28	32,63	5,84	30,82	0	0	8,06	0	12	0,36
491	Rewa	0,68	0	0	NA	0	42,59	55,97	29,95	2,19	14,88	664	375,2349548	13384,91895	16,33	-2,73	-16,2	0,48	-4,1	1,31	0,19	10,72	0,2769	3,42	-6,32	41,2	19,86	1,96	2	1,37	5,51	5,64	97,1	98,09	79	60,96	51,8	607	12,56	1	27	27,23	1	44,03	2365106	2	61,78	50,44	6,03	27,23	0	0	20,81	0	16,22	0,65
492	Rewari	1,99	1,66	27,42	32,98	0	79,81	42,2	34,17	7,19	12,65	749	714,5491943	11539,55957	19,76	-6,16	-9,77	4,68	-2,58	-0,6	-0,49	6,96	0,0244	17,78	-15,5	73,98	17,64	3,42	2,67	0,88	16,93	0,48	92,62	93,03	13	70,75	52,68	80	34,82	0	6	9,71	6	81,09	900332	8	55,21	35,42	11,28	59,18	0	4	8,34	0	20,28	1,41
493	Ri Bhoi	0,18	0,45	67,9	27,74	0	33,62	8,25	46,79	4,08	20,42	348	103,9518051	5492,139648	19,02	-0,52	0,39	2,41	-1,65	3,7	-0,77	8,99	-0,3148	1,63	-27,5	42,49	34,26	4,25	-0,95	0,57	3,85	-2,29	85,35	45,5	26	60,21	51,2	514	3,57	1	2	31,56	0	45,27	258840	0	53,54	53,51	8,4	28,79	0	8	10,46	0	0,23	0,07
494	Rohtak	4,51	80,7	99,79	5,58	0	74,87	45,18	34,07	8,15	12,19	816	618,4172363	10825,18164	30,75	-0,1	-10,2	4,59	-2,32	-2,02	-1,57	7,42	-0,5764	13,94	-17,1	65,27	12,88	7,71	6,06	0,53	11,71	0,99	91,26	92,02	7	70,45	53,57	79	31,33	1	48	8,69	12	79,15	1061204	5	52,4	34,59	10,6	60,84	0	42	7,77	2	20,44	1,34
495	Rohtas	1,7	6,45	46,07	12,11	0	59,29	49,32	55,81	2,37	17,12	497	774,6448364	12735,12793	22,01	8,07	-7,71	1,27	-2,64	1,52	1,42	11,63	-0,2229	6,53	-25,3	66,36	20,78	-2,1	-2,76	1,94	5,89	0,45	95,14	96,62	3	60,81	52,15	518	10,94	0	35	19,17	0	68,56	2959918	15	44,12	33,28	5,85	32,57	0	2	7,73	0	18,57	0,44
496	Rudraprayag	0	0	0	NA	0	79,72	0,81	30,74	2,08	13,23	1095	122,4279938	9257,994236	23,26	0,06	-8,58	1,09	-2,55	0,11	-0,29	8,52	0,0143	1,9	-18,4	70,89	6,53	2,81	-2,95	1,71	0,09	2,02	92,28	94,27	94	70,55	47,3	275	2,86	0	0	17,87	0	74,88	242285	0	72,12	50,02	4,2	23,6	0	0	17,23	0	19,68	1,96
497	Rupnagar	2,32	3,47	21,09	14,07	0	78,41	71,92	34,05	12,98	10,65	1031	445,1410828	4939,444336	28,11	-5,55	-9,61	8	-2,29	-0,25	-0,76	7,1	-0,3306	14,1	-10,79	64,86	8,87	4,82	4,1	-0,76	4,84	0,42	86,52	86,7	28	73,43	52,22	280	54,43	0	9	3,19	2	86,13	684627	6	59,65	44,4	13,24	71,26	0	6	8,56	1	26,42	1,2
498	Sabar Kantha	0,6	0	0	NA	0	59,42	23,42	36,41	4,68	14,23	151	318,2530518	13633,26074	22,91	-1,2	-2,48	2,13	-1,37	0,56	1,54	8,75	-0,1257	10,86	-21,3	46,96	16,62	5,29	7,5	-5,73	-1,78	0,72	94,06	94,25	6	65,01	51,23	508	25,58	0	35	32,35	7	56,31	2428589	11	35,43	35,88	11,67	35,42	0	0	11,88	0	7,73	-0,6
499	Sagar	0,5	0	0	NA	0	38,64	34,22	28,83	2,22	15,01	619	231,9089355	16748,16016	14,75	-0,33	-13,2	0,71	-3,28	2,19	0,97	9,65	-0,2586	4,77	-14,1	37,72	17,63	5,06	4,66	-5,15	-5,48	3,15	91,64	93,14	1	64,99	52,82	548	13,98	1	27	36,48	4	41,82	2378458	12	39,51	33,1	13,31	42,13	0	0	17,76	1	21,09	0,55
500	Saharanpur	1,87	16,75	85,33	9,52	0	63,37	62,13	49,44	3,62	14,99	965	924,3685303	21538,78516	17,6	-2,65	-5,75	1,81	-3,59	-0,27	-0,64	10,07	-0,7096	12,46	-9,54	63,91	19,66	2,3	2,06	0,64	4,94	-0,62	94,31	96,17	35	59,92	52,91	153	25,74	1	51	10,77	5	71,22	3466382	11	30,46	26,13	5,78	52,32	0	1	7,51	0	22,05	19,88
501	Saharsa	4,97	93,72	99,95	5,3	0	36,01	35,26	39,2	1,04	20,39	421	1119,352783	13329,1709	24,52	6,3	-9,4	0,41	-0,63	0,3	-0,43	11,48	0,1213	2,97	-22,7	42,72	26,02	1,46	0,39	0,77	3,77	2,18	97,54	97,61	57	42,35	52,46	405	5,56	0	68	38,14	0	45,17	1900661	8	22,9	17,48	3,22	19,77	0	62	12,16	0	16,69	0,61
502	Sahibganj	0,87	11,56	86,2	6,5	0	33,27	42,54	37,45	0,57	19,29	308	522,0358276	20504,79102	17,15	13,9	-5,4	0,28	-1,66	0,93	1,36	12,27	-0,2588	2,87	-22,6	27,48	24,02	5,56	5,51	-2,38	-1,26	0,61	96,84	95,29	88	42	51,23	282	4,61	0	16	40,43	0	28,87	1150567	10	28,63	26,54	12,58	35,36	0	62	12,37	0	6,29	-0,15
503	Saiha	0,1	0	0	NA	0	49,97	1,31	42,84	4,65	17,06	61	27,6240234	11935,71387	36,64	0,95	-9,06	2,84	-1,27	-9,21	18,98	7,53	-0,6268	2,03	-44,7	46	-7,34	15,87	-17,4	6,51	22	2,4	71,17	34,16	279	74,65	50,54	478	3,09	0	1	32,64	0	53,66	56574	0	45,94	54,32	13,05	49,31	0	0	11,38	0	0,15	0,13
504	Salem	4,22	39,78	97,19	10,32	0	38,83	48,03	12	3,34	9,91	167	666,4221802	12375,98145	23	3,16	-4,38	1,39	-1,76	-3,71	-2,7	8,14	-0,6743	17,31	-26,2	59,47	15,44	6,9	5,91	1,71	5,39	2,86	76,89	83,75	1	65,64	51,16	159	38,32	2	118	7,79	11	70,74	3482056	20	53,11	43,66	14,37	58,02	178,8399963	44	21,4	2	16,67	0,9
505	Samastipur	8,16	94,86	99,97	8,6	0	44,38	53,89	39	1,25	18,71	446	1461,442383	11454,14941	22,37	4,21	-13,6	0,45	-2,24	0,49	0,11	14,61	0,4638	3,35	-17,7	50,35	25,53	3,03	1,59	-0,09	-1,47	3	97,54	97,32	44	50,28	52,33	437	6,64	2	152	25,73	0	51,91	4261566	10	23,29	20,3	4,32	24,02	0	62	13,39	1	18,85	0,32
506	Samba	9,92	18,4	95,5	51,48	0	85,22	21,73	27,45	6,52	12,13	1122	382,3717041	904,4256592	28,11	-0,67	-9,64	4,72	-2,29	0,44	0,29	8,43	-0,5552	16,42	-19,81	76,87	17,01	5,74	5,78	0,83	3,76	0,42	96,66	97,23	4	71,54	53,03	492	28,12	1	5	8,98	13	80,77	318898	5	57,26	46,99	6,73	75,14	0	2	8,38	0	28,8	1,2
507	Sambalpur	0,57	1,89	80,88	24,22	0	51,37	70,96	20,38	2,39	11,32	210	154,4886475	8738,947266	22,76	3,73	-9,56	0,85	-2,09	2,7	3,29	9,36	-0,1741	7,36	-9,32	35,16	11,88	1,8	1,64	-2,16	4,54	2,78	85,41	88,27	198	67,59	50,61	439	19,15	1	8	18,42	5	42,09	1041099	8	54,51	47,99	16,21	51,05	115,9400024	2	18,3	1	18,43	1,29
508	Sangli	1,57	20,94	84,28	6,33	0	78,67	57,39	29,18	5,04	10,87	147	326,9017639	12455,43066	24,37	8,22	-4,71	1,7	-2,35	1,24	0,28	6,13	-0,2227	14,96	-15,7	56,44	9,24	9,64	9,15	1,84	5,85	2,05	85,23	82,67	54	72,62	50,87	298	32,6	1	94	13,21	6	70,91	2822143	15	47,01	37,58	8,63	36,53	0	5	14,14	0	12,51	0,38
509	Sangrur	2,01	11,26	49,78	8,91	0	61,84	76,63	36,42	11,23	10,96	925	467,4298096	9738,464844	27,31	-5,55	-9,61	8,17	-2,29	0,62	0,29	9,74	-0,3306	14,1	-10,79	64,86	12,35	4,82	4,1	-0,76	4,84	0,42	93,77	95,05	74	60,54	53,05	223	46,79	0	32	4,45	5	80,42	1655169	9	52,12	34,06	8,99	56,22	0	9	7,63	1	27,89	1,2
510	Sant Kabir Nagar	0,72	0	0	NA	0	80,52	78,03	63,6	2,63	16,55	712	1069,983154	16512	38,3	1,81	-3,37	0,77	-4,11	-0,28	-0,24	15,3	0,0449	8,74	-10,5	73,53	20,77	-0,27	-2,57	2,23	9,61	-0,62	98,24	98,73	1	55,68	50,7	605	14,72	0	14	7,79	0	75,74	1715183	1	29,57	21,58	5,27	27,44	0	0	7,21	0	21,52	0,33
511	Sant Ravidas Nagar	1,72	25,15	93,15	6,35	0	73,91	76,39	63,85	3,15	16,38	635	1571,925293	18871,61914	33,63	-1,11	-6,03	-0,03	-3,82	0,67	0,18	11,47	-1,0129	5,74	-4,5	61,37	16,58	-2,76	-4,36	-1,05	-1,38	-0,36	97,57	98,39	6	57,67	51,14	631	17,72	0	16	9,48	0	67,85	1578213	9	33,57	23,34	8,7	57,75	0	8	6,96	0	22,37	0,75
512	Saraikela-Kharsawan	1,22	2,25	86,87	46,9	0	60,28	71,63	31,84	2,1	14,98	190	400,3970032	8500,308594	27,31	1,23	-9,04	0,68	-1,78	0,6	-0,76	9,74	-0,1601	7,7	-10,79	46,81	25,47	5,74	5,78	-0,48	3,35	0,78	89,35	90,54	99	57,56	51,12	251	16,66	1	6	15,51	0	41,67	1065056	9	40,53	35,19	6,13	39,61	36	2	12,86	0	5,28	-0,14
513	Saran	5,33	85,67	99,89	6,22	0	61,37	67,28	56,51	1,71	17,24	518	1481,763062	9954,337891	27,22	8,59	-9,85	0,66	-2,69	0,56	-0,04	13,11	0,3151	6,45	-19,4	64,01	21,64	3,11	2,72	1,41	3,5	0,92	97,89	97,46	52	54,59	51,19	518	10,69	2	71	14,52	0	66,06	3951862	20	28,36	20,6	4,45	30,25	0	62	8,14	0	12	-0,01
514	SAS Nagar	7,17	21,7	99,48	32,86	0	76,81	60,29	29,72	24,94	11,63	1003	1052,516357	8448,514648	28,11	-5,55	-9,04	8	-2,29	-3,19	-0,76	7,1	-0,5552	14,1	-10,79	64,86	33,16	5,74	5,78	0,83	3,76	0,78	77,84	83,11	3	74,06	53,21	234	57,09	1	5	2,5	11	87,68	994628	2	61,52	46,1	16,57	82,4	0	6	10,61	1	21,74	0,96
515	Satara	1	4,11	58,15	14,15	0	79,82	38,59	27,91	5,63	10,58	98	282,4657593	9581,039063	22,32	2,42	-4,92	2,01	-2,54	0,55	-1,76	6,14	0,1624	15,11	-17,6	62,93	6,93	10,16	7,38	1,79	4,73	2,13	86,01	80,14	15	74,1	50,3	210	30,56	1	67	15,88	8	72,35	3003741	11	44,72	36,39	7,9	34,82	301,25	1	15,9	0	10,76	2
516	Satna	0,61	0	0	NA	0	53,54	52,44	31,35	1,96	14,83	697	297,5881042	13987,45605	24,11	-2,89	-12	0,57	-3,66	2,17	0,5	8,88	-0,013	4,3	-7,02	40,48	19,19	-1,3	-2,1	-1,68	0,16	3,2	95,09	97,34	133	61,54	51,93	575	13,47	1	25	28,74	6	44,3	2228935	10	54,52	44,07	7,36	34,21	0	0	18,07	0	17,88	1,61
517	Sawai Madhopur	0,81	0	0	NA	0	71,4	26,22	40,7	1,73	15,06	561	266,6835022	11962,16406	42,27	-12,4	-14,6	0,21	13,21	1,4	0,81	9,35	-0,2197	8,29	-19,5	61,05	19,56	1,49	2,36	-0,12	2,77	3,41	95,82	96,4	56	55,54	52,71	276	16,52	0	23	24,52	0	67,34	1335551	8	35,77	27,65	4,22	30,43	0	0	12,59	0	20,87	0,89
518	Sehore	0,31	0	0	NA	0	52,42	32,85	37,03	2,4	15,06	436	197,1927795	16109,80469	23,06	-2,41	-11,7	0,78	-3,97	1,72	0,76	8,44	-0,2392	13,93	-16,8	50,58	21,54	7,23	7,61	1,73	8,01	1,45	93,67	95,39	139	59,51	52,14	622	24,02	0	17	27,65	0	56,19	1311332	2	36,63	30,11	4,62	26,92	0	0	12,49	0	20,69	0,2
519	Senapati	0,13	0,32	99,78	39,42	0	19,25	19,6	43,07	2,4	13,54	377	53,4908905	15111,40039	13,7	13,72	-24,7	1,4	-0,45	-0,67	4,78	12,66	-0,21	3,38	-39,8	37,96	23,79	27,37	15,5	-2,85	0,2	4,08	95,84	82,73	84	64,1	51,05	648	4,65	1	4	28,01	0	39,34	193744	0	57,25	46,91	6,76	24,67	0	9	8,22	0	0,37	0,22
520	Seoni	0,16	0	0	NA	0	53,64	44,97	24,84	1,29	13,11	625	157,651001	13266,25586	35,03	3,76	-13,7	0,47	-3,77	0,54	0,07	8,13	-0,009	4,81	-9,81	24,29	18,22	8,09	8,87	1,15	2,74	4,96	90,78	88,84	15	62,66	50,46	558	12,09	0	8	39,95	1	27,07	1379131	5	48,22	49,05	4,48	19,63	0	0	17,43	0	9,48	-0,86
521	Serchhip	0,23	0	0	NA	0	90,61	3,83	39,13	5,58	14,32	149	51,0109978	11027,93066	56,55	0,08	-8,79	3,84	-2,59	-5,41	-19,7	4,83	-0,2455	8,73	-39,6	76,78	20,56	14,1	19,49	1	5,97	2,69	73,7	8	177	83,89	50,59	477	13,7	0	2	12,92	0	80,96	64937	0	46,1	73,33	9,52	28,73	0	0	13,59	0	0,05	0,04
522	Shahdol	0,35	0	0	NA	0	62,22	53,18	23,95	1,54	14,99	585	215,1055298	13363,65234	27,31	-0,22	-8,93	0,54	-3,08	0,62	0,29	9,74	-0,2804	3,89	-16,95	26,14	17,39	5,74	5,78	0,62	2,23	3,28	93,43	94,17	198	56,68	50,66	688	11,99	0	5	33,29	1	29,04	1066063	2	50,28	47,15	5,86	28,04	0	0	22,82	0	8,42	0,36
523	Shahid Bhagat Singh Nagar	1,55	0,09	1,82	32,17	0	80,86	71,34	29,04	11,24	10,24	1027	468,843811	6589,600098	14,67	-8,64	-13,7	6,44	-1,91	-1,34	-1,23	4,47	-1,0761	16,24	-4,42	66,67	4,23	7,24	9,09	-18,6	0,59	2,14	91,85	93,94	29	71,61	51,17	297	49,86	0	7	3,2	2	85,81	612310	5	60,92	49,1	10,59	68,07	90,5	5	12,02	0	42,51	2,05
524	Shahjahanpur	0,96	0	0	NA	0	66,84	64,3	49,72	1,92	16,72	937	649,3602295	18386,42188	24,38	-3,15	-4,68	0,44	-2,99	-0,15	0,13	10,17	-0,8666	7,11	-5,54	52	18	-3,51	-4,21	1,96	2,69	0,52	96,01	97,07	51	49,59	53,43	264	14,2	1	26	17,65	2	55,65	3006538	10	23,9	20,67	5,31	30,49	0	0	11,31	0	17,72	0
525	Shajapur	0,37	0	0	NA	0	38,55	35,45	35,37	1,41	14,4	375	239,0079041	18106,38477	-1,96	-5,95	-12,6	0,21	-3,78	1,25	0,24	1,16	-0,3005	8,16	-10	49,53	17,2	5,7	6,16	-0,04	-1,21	3,33	94,44	95,73	115	59,14	51,6	563	16,71	0	27	30,26	0	53,88	1512681	9	36,14	26,78	2,72	17,66	0	0	13,48	0	23,4	1,42
526	Sheikhpura	2,86	49,16	98,91	5,76	0	41,15	32,44	56,39	1,67	19,12	389	991,1868896	14677,05566	22,11	8,69	-7,02	0,91	-1,77	-0,52	-1,55	13,2	-0,3206	4,12	-33,6	57,78	21,09	-0,99	0,59	2,32	6,64	1,21	96,72	96,96	99	51,65	51,82	386	6,68	0	21	29,57	0	59,34	636342	1	37,93	25,34	6,06	26,91	0	62	8,04	0	20,6	0,86
527	Sheohar	3,35	100	100	3,35	0	54,36	49,33	29,2	0,95	19,61	544	1540,483521	23365,3125	44,89	16,54	-8,7	0,26	-1,02	-0,33	-0,72	15,24	-0,2161	3,34	-33,5	55,13	27,19	3,86	3,79	2,58	6,04	5,45	98,92	98,46	24	43,23	52,83	536	5,16	0	22	24,7	1	55,95	656246	0	41,78	37,64	4,77	19,09	0	62	22,61	0	14,73	0,31
528	Sheopur	0,11	0	0	NA	0	41,46	22,23	32,51	1,13	16,96	563	103,8280792	24193,13281	26,24	-1,67	-17	0,08	-3,1	1,53	1,55	10,59	-0,1837	6,54	-14,6	37,13	22,94	4,01	5,85	-0,32	0,95	5,32	95,63	96,49	56	47,69	52,6	316	12,35	0	7	44,55	0	39,63	687861	7	28,19	26,68	3,68	19,98	0	0	17,31	0	15,76	-0,4
529	Shimla	0,13	0	0	NA	0	84,83	1,56	24,93	12,78	10,02	1091	158,3061066	30074,62695	26,85	0,17	-5,77	8,64	-1,76	3,53	0,58	5,46	-0,5174	1,32	-17,3	64,09	12,67	10,89	11,91	1,9	1,84	-2,81	69,99	79,27	97	75,26	52,22	290	4,53	0	1	5,86	3	89,44	814010	5	66,12	53,24	7,39	35,04	0	0	18,48	1	26,51	0,38
530	Shimoga	0,62	0	0	NA	0	69,07	41,23	19,95	5,17	10,43	67	205,7704926	12551,92383	23,23	0,92	-8,72	2,51	-2,25	0,3	-1,67	6,98	-0,5061	10,65	-14,2	59,34	6,71	-2,93	-1,17	1,42	4,06	2,48	78,41	83,78	79	72,06	50,06	284	27,73	1	15	11,08	5	74,39	1752753	7	59,68	49,65	8,94	42,23	184,1000061	0	13,02	1	17,58	1,17
531	Shivpuri	0,24	0	0	NA	0	37,2	35,14	33,1	1,52	16,56	600	164,6208801	15443,45898	14,87	-6,85	-16,9	0,34	-3,02	1,55	0,75	4,86	-0,5402	5,3	-7,31	36,83	22,76	1,25	1,33	0,75	3,03	5,22	95,76	96,5	7	52,19	53,29	363	13,74	0	14	38,6	0	41,67	1726050	4	37,02	31,2	3,74	20,48	0	0	17,2	0	18,63	-0,64
532	Shravasti	0,36	0	0	NA	0	72,19	72,08	49,99	1,23	18,95	865	578,0449829	34268,85547	34,19	3,15	-3,08	0,33	-1,04	-0,23	-0,19	10,82	-0,5647	5,27	-9,29	48,18	-5,02	-2,96	-3,15	2,58	7,38	0,85	98,55	98,77	101	37,89	53,15	467	8,63	0	12	15,42	0	49,84	1117361	0	33,55	33,18	5,1	18,62	0	0	13,31	0	16,94	-1,45
533	Shupiyan	3,18	8,8	29,33	10,59	0	54,11	3,9	54	8,66	15,61	1234	586,3766479	2205,902832	22,18	0,8	-6,57	6,66	-2,29	1,9	-1,02	11,3	-0,1601	7,7	-21,29	76,94	25,97	0,89	-0,95	-0,48	3,35	0,42	98,94	80,22	19	51,27	51,27	609	11,1	0	7	8,89	0	80,54	266215	1	51,76	30,44	4,55	33,59	0	5	4	0	0,02	-0,14
534	Siddharthnagar	0,69	2,9	43,22	10,23	0	78,14	74,98	62,61	2,57	18,96	761	901,4783325	18608,93164	37,74	2,77	-1,36	0,65	-2,37	-0,31	-0,33	14,74	-0,7259	8,59	-11,5	70,43	25,45	0,3	-2,36	2,41	8,04	-0,41	98,09	98,41	53	48,02	50,6	573	14,03	0	22	9,38	0	72,85	2559297	4	33,68	25,7	4,75	21	0	1	9,33	0	15,97	-0,56
535	Sidhi	0,2	0	0	NA	0	37,46	38,14	34,97	1,39	17,26	606	248,3545685	15590,21094	15,6	-1,26	-1,53	0,39	-3,08	0,44	0,29	9,74	-0,2804	2,76	-19,81	33,58	23,72	4,82	4,1	0,62	2,23	3,28	97,09	98,02	133	53,31	51,1	667	7,56	0	5	42,12	0	34,68	1127033	2	62,33	54,07	4,57	21,03	0	0	19,01	0	11,55	0,36
536	Sikar	1,55	8,21	62,84	11,85	0	68,56	17,12	50,89	5,05	14,19	637	345,5514832	8382,463867	35,17	0,42	-10,5	2,23	-4,11	0,31	0,07	4,13	0,0953	10,75	-34,5	78,56	17,02	3,06	2,59	-0,87	7,46	-0,06	97,39	97,77	72	61,71	51,36	220	17,35	1	60	10,5	4	86,38	2677333	11	55,78	38,72	4,35	41,46	0	1	5,98	1	15,64	0,79
537	Simdega	0,18	0	0	NA	0	43,73	73,77	39,13	0,99	15,75	278	163,9535065	12859,63574	22,18	3,86	-8,4	0,7	-2,29	0,44	0,29	9,74	-0,2804	3,52	-10,79	28,18	16,57	4,82	4,1	0,62	2,23	0,78	95,24	94,9	207	57,29	50,09	391	8,35	0	4	18,93	0	23,59	599578	6	53,52	53,17	4,08	13,99	0	0	12,89	0	7,45	-0,14
538	Sindhudurg	1,04	0	0	NA	0	63,54	19,34	20,38	4,52	8,38	21	165,2374573	2491,948975	24,49	-0,69	-8,03	2,42	-3,77	0,75	-3,98	7,85	1,0198	8,56	-21,1	57,36	-2,21	7,27	7,19	-0,19	6,63	2,97	88,71	83,12	76	78,39	49,12	340	18,12	0	8	25,34	0	64,28	849651	0	63,27	54,18	8,69	40,48	0	0	23,97	0	6,54	2,11
539	Singrauli	0,28	1,04	90,66	24,64	0	47,96	43,28	35,55	2,78	17,81	563	196,0520782	17469,70117	22,18	-5,82	-8,59	0,98	-3,08	0,6	-0,76	11,3	-0,2804	3,89	-16,95	31,63	28,05	4,82	4,1	0,62	2,23	2,21	91	92,3	117	49,65	52,08	637	13,09	1	5	39,46	0	34,53	1178273	7	58,88	53,04	3,52	24,67	111,8899994	2	18,08	0	12,79	0,36
